time_s,phase,total_contact_reference_n,commanded_normal_force_n,realized_contact_force_n,contact_active,desired_tip_coordinate_m,target_displacement_m,target_velocity_m_per_s,vehicle_position_x_m,vehicle_pitch_rad
0.028,APPROACH,0.0,0.0,0.0,0,-0.001970999999999996,0.0,0.0,-0.3019999909873276,2.1540923576242245e-05
0.029,APPROACH,0.0,0.0,0.0,0,-0.001969999999999996,0.0,0.0,-0.30199998932155203,2.3712444951540462e-05
0.03,APPROACH,0.0,0.0,0.0,0,-0.001968999999999996,0.0,0.0,-0.30199998742313483,2.6008833941640782e-05
0.031,APPROACH,0.0,0.0,0.0,0,-0.001967999999999996,0.0,0.0,-0.30199998526955496,2.8431489317564348e-05
0.032,APPROACH,0.0,0.0,0.0,0,-0.0019669999999999957,0.0,0.0,-0.3019999828370533,3.098164573290219e-05
0.033,APPROACH,0.0,0.0,0.0,0,-0.0019659999999999955,0.0,0.0,-0.3019999801006205,3.366037674923558e-05
0.034,APPROACH,0.0,0.0,0.0,0,-0.0019649999999999954,0.0,0.0,-0.3019999770339864,3.6468597870604875e-05
0.035,APPROACH,0.0,0.0,0.0,0,-0.0019639999999999953,0.0,0.0,-0.30199997360961117,3.9407069585701056e-05
0.036000000000000004,APPROACH,0.0,0.0,0.0,0,-0.001962999999999995,0.0,0.0,-0.3019999697986777,4.247640041647542e-05
0.037,APPROACH,0.0,0.0,0.0,0,-0.001961999999999995,0.0,0.0,-0.3019999655710859,4.56770499718834e-05
0.038,APPROACH,0.0,0.0,0.0,0,-0.001960999999999995,0.0,0.0,-0.3019999608954477,4.900933200549988e-05
0.039,APPROACH,0.0,0.0,0.0,0,-0.0019599999999999947,0.0,0.0,-0.30199995573908456,5.24734174757643e-05
0.04,APPROACH,0.0,0.0,0.0,0,-0.0019589999999999946,0.0,0.0,-0.3019999500680253,5.606933760763494e-05
0.041,APPROACH,0.0,0.0,0.0,0,-0.0019579999999999945,0.0,0.0,-0.3019999438470062,5.979698695445308e-05
0.042,APPROACH,0.0,0.0,0.0,0,-0.0019569999999999943,0.0,0.0,-0.30199993703947153,6.365612645883891e-05
0.043000000000000003,APPROACH,0.0,0.0,0.0,0,-0.001955999999999994,0.0,0.0,-0.3019999296075765,6.764638651146228e-05
0.044,APPROACH,0.0,0.0,0.0,0,-0.001954999999999994,0.0,0.0,-0.30199992151219035,7.176727000655243e-05
0.045,APPROACH,0.0,0.0,0.0,0,-0.001953999999999994,0.0,0.0,-0.3019999127129016,7.601815539303248e-05
0.046,APPROACH,0.0,0.0,0.0,0,-0.001952999999999994,0.0,0.0,-0.3019999031680239,8.03982997201859e-05
0.047,APPROACH,0.0,0.0,0.0,0,-0.001951999999999994,0.0,0.0,-0.3019998928346034,8.490684167678226e-05
0.048,APPROACH,0.0,0.0,0.0,0,-0.0019509999999999942,0.0,0.0,-0.3019998816684272,8.954280462261263e-05
